Compound,Ionization_Mode,Score,Mass,Retention_Time,Frequency,MB1,MB2,MB3,53_T1,53_T2,53_T3,54_T1,54_T2,54_T3,55_T1,55_T2,55_T3,56_T1,56_T2,56_T3,57_T1,57_T2,57_T3,58_T1,58_T2,58_T3,59_T1,59_T2,59_T3,60_T1,60_T2,60_T3,45_T1,45_T2,45_T3,46_T1,46_T2,46_T3,47_T1,47_T2,47_T3,48_T1,48_T2,48_T3,49_T1,49_T2,49_T3,50_T1,50_T2,50_T3,51_T1,51_T2,51_T3,52_T1,52_T2,52_T3,Mean_MB,Median_MB,STD_MB,CV_MB,N_Abun_MB,Mean_53_T,Median_53_T,STD_53_T,CV_53_T,N_Abun_53_T,Mean_54_T,Median_54_T,STD_54_T,CV_54_T,N_Abun_54_T,Mean_55_T,Median_55_T,STD_55_T,CV_55_T,N_Abun_55_T,Mean_56_T,Median_56_T,STD_56_T,CV_56_T,N_Abun_56_T,Mean_57_T,Median_57_T,STD_57_T,CV_57_T,N_Abun_57_T,Mean_58_T,Median_58_T,STD_58_T,CV_58_T,N_Abun_58_T,Mean_59_T,Median_59_T,STD_59_T,CV_59_T,N_Abun_59_T,Mean_60_T,Median_60_T,STD_60_T,CV_60_T,N_Abun_60_T,Mean_45_T,Median_45_T,STD_45_T,CV_45_T,N_Abun_45_T,Mean_46_T,Median_46_T,STD_46_T,CV_46_T,N_Abun_46_T,Mean_47_T,Median_47_T,STD_47_T,CV_47_T,N_Abun_47_T,Mean_48_T,Median_48_T,STD_48_T,CV_48_T,N_Abun_48_T,Mean_49_T,Median_49_T,STD_49_T,CV_49_T,N_Abun_49_T,Mean_50_T,Median_50_T,STD_50_T,CV_50_T,N_Abun_50_T,Mean_51_T,Median_51_T,STD_51_T,CV_51_T,N_Abun_51_T,Mean_52_T,Median_52_T,STD_52_T,CV_52_T,N_Abun_52_T,is_Formate_Adduct,has_Formate_Adduct,unique_Formate_Number,is_H2O_Adduct,has_H2O_Adduct,unique_H2O_Number,is_Ammonium_Adduct,has_Ammonium_Adduct,unique_Ammonium_Number,is_CO2_Adduct,has_CO2_Adduct,unique_CO2_Number,is_Na_Adduct,has_Na_Adduct,unique_Na_Number,Rounded_Mass,Median_ALLSamples,SampletoBlanks_ratio,Median_ALLMB,BlankSub_Median_53_T,BlankSub_Median_54_T,BlankSub_Median_55_T,BlankSub_Median_56_T,BlankSub_Median_57_T,BlankSub_Median_58_T,BlankSub_Median_59_T,BlankSub_Median_60_T,BlankSub_Median_45_T,BlankSub_Median_46_T,BlankSub_Median_47_T,BlankSub_Median_48_T,BlankSub_Median_49_T,BlankSub_Median_50_T,BlankSub_Median_51_T,BlankSub_Median_52_T,BlankSub_Median_ALLSamples
1056.935@1.1979991,,,1056.935,1.1979991,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,19143.0,20435.0,24156.0,,21023.0,22614.0,17642.0,13030.0,11684.0,28916.0,22030.0,24367.0,16676.0,14875.0,12207.0,18320.0,17584.0,21954.0,,17137.0,,13812.0,14482.0,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,21245.0,20435.0,2603.0,0.12,3,21818.0,21818.0,1125.0,0.05,2,14119.0,13030.0,3125.0,0.22,3,25104.0,24367.0,3502.0,0.14,3,14586.0,14875.0,2248.0,0.15,3,19286.0,18320.0,2340.0,0.12,3,17137.0,17137.0,,,1,14147.0,14147.0,474.0,0.03,2,,,,,,,,,,,,,,,,1057.0,17728.0,,0.0,,,,,,,,,20435.0,21818.0,13030.0,24367.0,14875.0,18320.0,17137.0,14147.0,17728.0
C68H70O11,,34.06,1062.4781,7.687002000000001,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20278.0,,,,,,,,,,,,,,24887.0,18304.0,29115.0,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,20278.0,20278.0,,,1,,,,,0,,,,,0,,,,,0,,,,,0,24102.0,24887.0,5448.0,0.23,3,,,,,0,,,,,,,,,,,,,,,,1062.0,22582.0,,0.0,,,,,,,,,,20278.0,,,,,24887.0,,22582.0
1069.7065@13.20899,,,1069.7065,13.20899,51,,,,30366.0,,,,,,,,,,,,,,,,,33607.0,,,,,,,105700.0,191110.0,339159.0,,25110.0,52281.0,89114.0,,,63815.0,56130.0,68332.0,,,,35059.0,41839.0,23994.0,,,,,,49766.0,,,,,0,30366.0,30366.0,,,1,,,,,0,,,,,0,,,,,0,,,,,0,33607.0,33607.0,,,1,,,,,0,,,,,0,211990.0,191110.0,118122.0,0.56,3,38696.0,38696.0,19213.0,0.5,2,89114.0,89114.0,,,1,62759.0,63815.0,6169.0,0.1,3,,,,,0,33631.0,35059.0,9008.0,0.27,3,,,,,0,49766.0,49766.0,,,1,,,,,,,,,,,,,,,,1070.0,44231.0,,0.0,30366.0,,,,,33607.0,,,191110.0,38696.0,89114.0,63815.0,,35059.0,,49766.0,44231.0
1070.4703@8.759002,,,1070.4703,8.759002,51,,,,23770.0,22305.0,26298.0,27482.0,17222.0,27723.0,21978.0,20552.0,20587.0,19078.0,17648.0,15874.0,15826.0,24267.0,19650.0,19870.0,,22473.0,17695.0,20288.0,18895.0,18472.0,20878.0,18207.0,17763.0,20336.0,,,27862.0,,,,20381.0,,,,16841.0,18324.0,18303.0,,,14958.0,21095.0,18608.0,18526.0,17702.0,18673.0,19222.0,,,,,0,24124.0,23770.0,2020.0,0.08,3,24142.0,27482.0,5994.0,0.25,3,21039.0,20587.0,813.0,0.04,3,17533.0,17648.0,1605.0,0.09,3,19914.0,19650.0,4227.0,0.21,3,21172.0,21172.0,1841.0,0.09,2,18959.0,18895.0,1298.0,0.07,3,19186.0,18472.0,1472.0,0.08,3,19050.0,19050.0,1819.0,0.1,2,27862.0,27862.0,,,1,20381.0,20381.0,,,1,,,,,0,17823.0,18303.0,850.0,0.05,3,14958.0,14958.0,,,1,19410.0,18608.0,1460.0,0.08,3,18532.0,18673.0,770.0,0.04,3,,,,,,,,,,,,,,,,1070.0,19050.0,,0.0,23770.0,27482.0,20587.0,17648.0,19650.0,21172.0,18895.0,18472.0,19050.0,27862.0,20381.0,,18303.0,14958.0,18608.0,18673.0,19050.0
1071.7839@1.125,,,1071.7839,1.125,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,19840.0,15321.0,15327.0,,15955.0,14425.0,20477.0,17121.0,19706.0,23608.0,19590.0,20617.0,18262.0,16742.0,15161.0,21530.0,19424.0,23519.0,,,,,,14743.0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,16829.0,15327.0,2607.0,0.15,3,15190.0,15190.0,1082.0,0.07,2,19101.0,19706.0,1758.0,0.09,3,21272.0,20617.0,2087.0,0.1,3,16722.0,16742.0,1551.0,0.09,3,21491.0,21530.0,2048.0,0.1,3,,,,,0,14743.0,14743.0,,,1,,,,,,,,,,,,,,,,1072.0,16742.0,,0.0,,,,,,,,,15327.0,15190.0,19706.0,20617.0,16742.0,21530.0,,14743.0,16742.0
1075.8203@12.763,,,1075.8203,12.763,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61770.0,,,80689.0,,,,66605.0,,52184.0,,,,,33310.0,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,61770.0,61770.0,,,1,80689.0,80689.0,,,1,,,,,0,59394.0,59394.0,10197.0,0.17,2,,,,,0,33310.0,33310.0,,,1,,,,,0,,,,,0,,,,,,,,,,,,,,,,1076.0,60582.0,,0.0,,,,,,,,,61770.0,80689.0,,59394.0,,33310.0,,,60582.0
1082.4204@10.411005,,,1082.4204,10.411005000000001,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12282.0,21243.0,,,,20671.0,,33349.0,15500.0,14019.0,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,16762.0,16762.0,6336.0,0.38,2,,,,,0,27010.0,27010.0,8965.0,0.33,2,14760.0,14760.0,1047.0,0.07,2,,,,,,,,,,,,,,,,1082.0,16762.0,,0.0,,,,,,,,,,,,,16762.0,,27010.0,14760.0,16762.0
1084.6829@15.291011,,,1084.6829,15.291011,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236047.0,,37265.0,250415.0,24369.0,22858.0,,136913.0,54572.0,131185.0,,,,,380796.0,119495.0,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,236047.0,236047.0,,,1,143840.0,143840.0,150720.0,1.05,2,23614.0,23614.0,1068.0,0.05,2,107557.0,131185.0,45975.0,0.43,3,,,,,0,250146.0,250146.0,184768.0,0.74,2,,,,,0,,,,,0,,,,,,,,,,,,,,,,1085.0,143840.0,,0.0,,,,,,,,,236047.0,143840.0,23614.0,131185.0,,250146.0,,,143840.0
1085.7408@14.0,,,1085.7408,14.0,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,21521.0,31164.0,64602.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,39096.0,31164.0,22609.0,0.58,3,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,1086.0,31164.0,,0.0,,,,,,,,,31164.0,,,,,,,,31164.0
1089.2684@1.2099994,,,1089.2684,1.2099993999999998,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10304.0,16141.0,,10233.0,35487.0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,13222.0,13222.0,4127.0,0.31,2,22860.0,22860.0,17857.0,0.78,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,1089.0,18041.0,,0.0,,,,,,,,,13222.0,22860.0,,,,,,,18041.0
1097.7207@13.416995,,,1097.7207,13.416995000000002,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,94125.0,30384.0,50080.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,58196.0,50080.0,32636.0,0.56,3,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,1098.0,50080.0,,0.0,,,,,,,,,50080.0,,,,,,,,50080.0
1104.123@1.1979991,,,1104.123,1.1979991,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,32757.0,53356.0,81788.0,,50425.0,116358.0,18951.0,,,54661.0,43133.0,51634.0,14659.0,12144.0,,11829.0,16179.0,16525.0,,10969.0,,,15810.0,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,55967.0,53356.0,24620.0,0.44,3,83392.0,83392.0,46622.0,0.56,2,18951.0,18951.0,,,1,49809.0,51634.0,5977.0,0.12,3,13402.0,13402.0,1778.0,0.13,2,14844.0,16179.0,2617.0,0.18,3,10969.0,10969.0,,,1,15810.0,15810.0,,,1,,,,,,,,,,,,,,,,1104.0,17565.0,,0.0,,,,,,,,,53356.0,83392.0,18951.0,51634.0,13402.0,16179.0,10969.0,15810.0,17565.0
1110.0771@1.215,,,1110.0771,1.215,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11058.0,15351.0,,11107.0,20477.0,,,,12623.0,12388.0,14411.0,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,13204.0,13204.0,3036.0,0.23,2,15792.0,15792.0,6626.0,0.42,2,,,,,0,13141.0,12623.0,1106.0,0.08,3,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,1110.0,13204.0,,0.0,,,,,,,,,13204.0,15792.0,,12623.0,,,,,13204.0
1116.4001@6.9040003,,,1116.4001,6.9040003,51,,,,36184.0,34340.0,36557.0,37594.0,32000.0,37071.0,38043.0,37950.0,35421.0,35949.0,37018.0,36201.0,23035.0,37905.0,37417.0,39110.0,33362.0,39791.0,38949.0,37671.0,39333.0,35617.0,35498.0,34673.0,32050.0,30955.0,19954.0,,37689.0,,13679.0,17581.0,34952.0,17846.0,22205.0,,34468.0,34612.0,37939.0,37450.0,36393.0,39134.0,38343.0,40165.0,40573.0,38385.0,39293.0,,,,,,0,35694.0,36184.0,1187.0,0.03,3,35555.0,37071.0,3090.0,0.09,3,37138.0,37950.0,1488.0,0.04,3,36389.0,36201.0,559.0,0.02,3,32786.0,37417.0,8448.0,0.26,3,37421.0,39110.0,3532.0,0.09,3,38651.0,38949.0,870.0,0.02,3,35263.0,35498.0,514.0,0.01,3,27653.0,30955.0,6690.0,0.24,3,37689.0,37689.0,,,1,22071.0,17581.0,11325.0,0.51,3,20026.0,20026.0,3082.0,0.15,2,35673.0,34612.0,1964.0,0.06,3,37659.0,37450.0,1382.0,0.04,3,39694.0,40165.0,1187.0,0.03,3,38839.0,38839.0,642.0,0.02,2,,,,,,,,,,,,,,,,1116.0,37244.0,,0.0,36184.0,37071.0,37950.0,36201.0,37417.0,39110.0,38949.0,35498.0,30955.0,37689.0,17581.0,20026.0,34612.0,37450.0,40165.0,38839.0,37244.0
1118.5363@7.6780014,,,1118.5363,7.678001400000001,51,,,,16391.0,,18752.0,21948.0,,21786.0,20376.0,15872.0,19011.0,,,,,,,13525.0,,16879.0,,17586.0,15583.0,,,,,21537.0,,,49613.0,,,,25501.0,,,,,17863.0,30967.0,30840.0,33435.0,31426.0,17581.0,,16446.0,,,,,,,,0,17572.0,17572.0,1669.0,0.09,2,21867.0,21867.0,115.0,0.01,2,18420.0,19011.0,2309.0,0.13,3,,,,,0,,,,,0,15202.0,15202.0,2372.0,0.16,2,16584.0,16584.0,1416.0,0.09,2,,,,,0,21537.0,21537.0,,,1,49613.0,49613.0,,,1,25501.0,25501.0,,,1,,,,,0,24415.0,24415.0,9266.0,0.38,2,31900.0,31426.0,1361.0,0.04,3,17014.0,17014.0,803.0,0.05,2,,,,,0,,,,,,,,,,,,,,,,1119.0,21537.0,,0.0,17572.0,21867.0,19011.0,,,15202.0,16584.0,,21537.0,49613.0,25501.0,,24415.0,31426.0,17014.0,,21537.0
1118.9694@1.1739999,,,1118.9694,1.1739998999999999,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,35356.0,44829.0,58040.0,10635.0,47627.0,59024.0,26486.0,20336.0,19878.0,59419.0,39691.0,47207.0,27304.0,23503.0,21288.0,29766.0,33232.0,48750.0,12169.0,23426.0,21769.0,15861.0,25182.0,18179.0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,46075.0,44829.0,11393.0,0.25,3,39095.0,47627.0,25298.0,0.65,3,22233.0,20336.0,3690.0,0.17,3,48772.0,47207.0,9957.0,0.2,3,24032.0,23503.0,3043.0,0.13,3,37249.0,33232.0,10110.0,0.27,3,19121.0,21769.0,6078.0,0.32,3,19741.0,18179.0,4853.0,0.25,3,,,,,,,,,,,,,,,,1119.0,28368.0,,0.0,,,,,,,,,44829.0,47627.0,20336.0,47207.0,23503.0,33232.0,21769.0,18179.0,28368.0
1124.8181@14.244001,,,1124.8181,14.244001,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33127.0,237919.0,,,,64258.0,,,96232.0,,137408.0,,,,,24671.0,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,135523.0,135523.0,144810.0,1.07,2,,,,,0,64258.0,64258.0,,,1,116820.0,116820.0,29116.0,0.25,2,,,,,0,24671.0,24671.0,,,1,,,,,0,,,,,0,,,,,,,,,,,,,,,,1125.0,90539.0,,0.0,,,,,,,,,135523.0,,64258.0,116820.0,,24671.0,,,90539.0
1124.9222@1.1920005,,,1124.9222,1.1920005,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,19908.0,19538.0,23498.0,,19035.0,21059.0,16688.0,12990.0,,30115.0,20985.0,25002.0,16557.0,14577.0,12217.0,18599.0,19460.0,23835.0,,16882.0,,13234.0,15418.0,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,20981.0,19908.0,2187.0,0.1,3,20047.0,20047.0,1431.0,0.07,2,14839.0,14839.0,2615.0,0.18,2,25367.0,25002.0,4576.0,0.18,3,14450.0,14577.0,2173.0,0.15,3,20631.0,19460.0,2808.0,0.14,3,16882.0,16882.0,,,1,14326.0,14326.0,1544.0,0.11,2,,,,,,,,,,,,,,,,1125.0,18171.0,,0.0,,,,,,,,,19908.0,20047.0,14839.0,25002.0,14577.0,19460.0,16882.0,14326.0,18171.0
1132.683@15.296998,,,1132.683,15.296998,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169014.0,,,178003.0,18632.0,,,88244.0,25016.0,134290.0,,,,,291487.0,79503.0,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,169014.0,169014.0,,,1,178003.0,178003.0,,,1,18632.0,18632.0,,,1,82517.0,88244.0,54862.0,0.66,3,,,,,0,185495.0,185495.0,149895.0,0.81,2,,,,,0,,,,,0,,,,,,,,,,,,,,,,1133.0,169014.0,,0.0,,,,,,,,,169014.0,178003.0,18632.0,88244.0,,185495.0,,,169014.0
1137.685@13.216998,,,1137.685,13.216998,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,19853.0,25806.0,37404.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,27688.0,25806.0,8926.0,0.32,3,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,1138.0,25806.0,,0.0,,,,,,,,,25806.0,,,,,,,,25806.0
1150.7183@12.767005,,,1150.7183,12.767005000000001,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,23357.0,34937.0,58583.0,,,,,,,16818.0,,,,,,,22162.0,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,38959.0,34937.0,17954.0,0.46,3,,,,,0,,,,,0,16818.0,16818.0,,,1,,,,,0,22162.0,22162.0,,,1,,,,,0,,,,,0,,,,,,,,,,,,,,,,1151.0,22162.0,,0.0,,,,,,,,,34937.0,,,16818.0,,22162.0,,,22162.0
1151.773@13.666995,,,1151.7730000000001,13.666995000000002,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,20902.0,39154.0,77409.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,45822.0,39154.0,28838.0,0.63,3,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,1152.0,39154.0,,0.0,,,,,,,,,39154.0,,,,,,,,39154.0
1152.7411@12.95899,,,1152.7411,12.95899,51,,,,34699.0,,,,,,,,,,,18604.0,,,,,,31143.0,,,,,,,176818.0,297446.0,522106.0,,45089.0,105755.0,140002.0,14964.0,19313.0,121523.0,90866.0,122457.0,16473.0,,,67469.0,94594.0,35820.0,,,,,,75967.0,,,,,0,34699.0,34699.0,,,1,,,,,0,,,,,0,18604.0,18604.0,,,1,,,,,0,31143.0,31143.0,,,1,,,,,0,,,,,0,332123.0,297446.0,175237.0,0.53,3,75422.0,75422.0,42897.0,0.57,2,58093.0,19313.0,70969.0,1.22,3,111615.0,121523.0,17976.0,0.16,3,16473.0,16473.0,,,1,65961.0,67469.0,29416.0,0.45,3,,,,,0,75967.0,75967.0,,,1,,,,,,,,,,,,,,,,1153.0,51084.0,,0.0,34699.0,,,18604.0,,31143.0,,,297446.0,75422.0,19313.0,121523.0,16473.0,67469.0,,75967.0,51084.0
1153.7885@13.893999,,,1153.7885,13.893998999999999,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,23215.0,42231.0,91522.0,,,,20231.0,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,52323.0,42231.0,35254.0,0.67,3,,,,,0,20231.0,20231.0,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,1154.0,31231.0,,0.0,,,,,,,,,42231.0,,20231.0,,,,,,31231.0
1157.2603@1.2070005,,,1157.2603,1.2070005,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14924.0,24322.0,,15475.0,49691.0,,,,11666.0,12093.0,14024.0,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,19623.0,19623.0,6645.0,0.34,2,32583.0,32583.0,24194.0,0.74,2,,,,,0,12594.0,12093.0,1256.0,0.1,3,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,1157.0,19623.0,,0.0,,,,,,,,,19623.0,32583.0,,12093.0,,,,,19623.0
1162.6779@8.764005,,,1162.6779,8.764005000000001,51,,,,41382.0,35090.0,46749.0,47012.0,16817.0,46218.0,36454.0,28395.0,37466.0,28091.0,21535.0,17563.0,19180.0,49503.0,25091.0,29465.0,,40580.0,24427.0,38256.0,36092.0,24335.0,29320.0,25669.0,31329.0,52031.0,,,94242.0,,,,50145.0,,,,33761.0,48138.0,61330.0,43871.0,42282.0,42403.0,62262.0,48253.0,71518.0,43598.0,44857.0,31851.0,,,,,0,41074.0,41382.0,5836.0,0.14,3,36682.0,46218.0,17208.0,0.47,3,34105.0,36454.0,4971.0,0.15,3,22396.0,21535.0,5317.0,0.24,3,31258.0,25091.0,16075.0,0.51,3,35022.0,35022.0,7859.0,0.22,2,32925.0,36092.0,7439.0,0.23,3,26441.0,25669.0,2581.0,0.1,3,41680.0,41680.0,14639.0,0.35,2,94242.0,94242.0,,,1,50145.0,50145.0,,,1,,,,,0,47743.0,48138.0,13789.0,0.29,3,42852.0,42403.0,885.0,0.02,3,60678.0,62262.0,11713.0,0.19,3,40102.0,43598.0,7173.0,0.18,3,,,,,,,,,,,,,,,,1163.0,41680.0,,0.0,41382.0,46218.0,36454.0,21535.0,25091.0,35022.0,36092.0,25669.0,41680.0,94242.0,50145.0,,48138.0,42403.0,62262.0,43598.0,41680.0
1168.7262@12.913002,,,1168.7262,12.913002,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,17671.0,31363.0,52523.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,33852.0,31363.0,17559.0,0.52,3,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,1169.0,31363.0,,0.0,,,,,,,,,31363.0,,,,,,,,31363.0
C40H44N12O18S6,,28.89,1172.1134,1.1979991,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,28094.0,44104.0,68080.0,,46301.0,97468.0,15610.0,,,48430.0,35368.0,42773.0,12785.0,10327.0,,10740.0,13627.0,15495.0,,,,,13829.0,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,46759.0,44104.0,20125.0,0.43,3,71884.0,71884.0,36181.0,0.5,2,15610.0,15610.0,,,1,42190.0,42773.0,6550.0,0.16,3,11556.0,11556.0,1738.0,0.15,2,13287.0,13627.0,2396.0,0.18,3,,,,,0,13829.0,13829.0,,,1,,,,,,,,,,,,,,,,1172.0,15610.0,,0.0,,,,,,,,,44104.0,71884.0,15610.0,42773.0,11556.0,13627.0,,13829.0,15610.0
1177.7899@13.678999,,,1177.7899,13.678999,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,21348.0,42529.0,84895.0,,,,16636.0,,,17206.0,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,49591.0,42529.0,32357.0,0.65,3,,,,,0,16636.0,16636.0,,,1,17206.0,17206.0,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,1178.0,17206.0,,0.0,,,,,,,,,42529.0,,16636.0,17206.0,,,,,17206.0
1178.0631@1.2080001,,,1178.0631,1.2080001,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000.0,14297.0,20360.0,,14134.0,25105.0,,,,16252.0,14384.0,17769.0,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,15219.0,14297.0,4748.0,0.31,3,19620.0,19620.0,7758.0,0.4,2,,,,,0,16135.0,16252.0,1696.0,0.11,3,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,1178.0,16252.0,,0.0,,,,,,,,,14297.0,19620.0,,16252.0,,,,,16252.0
1178.7609@13.013,,,1178.7609,13.013,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,29624.0,49036.0,81813.0,,,17244.0,19765.0,,,20488.0,,16876.0,,,,,21462.0,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,53491.0,49036.0,26378.0,0.49,3,17244.0,17244.0,,,1,19765.0,19765.0,,,1,18682.0,18682.0,2554.0,0.14,2,,,,,0,21462.0,21462.0,,,1,,,,,0,,,,,0,,,,,,,,,,,,,,,,1179.0,19765.0,,0.0,,,,,,,,,49036.0,17244.0,19765.0,18682.0,,21462.0,,,19765.0
C36H18Cl6N12O14S4,,24.53,1179.818,13.900004000000001,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,47582.0,93322.0,193498.0,,,26554.0,41730.0,,,36697.0,24996.0,33832.0,,,,,,,,,,,,24643.0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,111467.0,93322.0,74631.0,0.67,3,26554.0,26554.0,,,1,41730.0,41730.0,,,1,31842.0,33832.0,6099.0,0.19,3,,,,,0,,,,,0,,,,,0,24643.0,24643.0,,,1,,,,,,,,,,,,,,,,1180.0,33832.0,,0.0,,,,,,,,,93322.0,26554.0,41730.0,33832.0,,,,24643.0,33832.0
1180.7773@13.195004,,,1180.7773,13.195004,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,96350.0,161657.0,314030.0,,21099.0,51319.0,77672.0,,,65979.0,45417.0,65145.0,,,,34630.0,45024.0,18676.0,,,,,,42744.0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,190679.0,161657.0,111704.0,0.59,3,36209.0,36209.0,21369.0,0.59,2,77672.0,77672.0,,,1,58847.0,65145.0,11638.0,0.2,3,,,,,0,32777.0,34630.0,13271.0,0.4,3,,,,,0,42744.0,42744.0,,,1,,,,,,,,,,,,,,,,1181.0,53944.0,,0.0,,,,,,,,,161657.0,36209.0,77672.0,65145.0,,34630.0,,42744.0,53944.0
